"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"4954","no checking",24,"critical/order existing credit","furniture/equipment",5150,"<100",">=7",4,"male single","none",4,"car",33,"stores","own",1,"skilled",1,"1","1","good"
"4955","no checking",10,"existing paid","new car",1287,"no known savings",">=7",4,"male single","co applicant",2,"life insurance",45,"stores","own",1,"unskilled resident",1,"0","0","good"
"4956","no checking",15,"existing paid","furniture/equipment",2186,"no known savings","4<=X<7",1,"female div/dep/mar","none",4,"real estate",33,"bank","rent",1,"unskilled resident",1,"0","1","good"
"4957","no checking",12,"critical/order existing credit","business",1185,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",27,"stores","own",2,"skilled",1,"0","1","good"
"4958","<0",24,"existing paid","furniture/equipment",4020,"<100","1<=X<4",2,"male single","none",2,"car",27,"stores","own",1,"skilled",1,"0","1","good"
"4959","<0",18,"existing paid","furniture/equipment",2659,">=1000","1<=X<4",4,"male single","none",2,"car",28,"stores","own",1,"skilled",1,"0","1","good"
"4960","no checking",9,"critical/order existing credit","new car",2134,"<100","1<=X<4",4,"male single","none",4,"car",48,"stores","own",3,"skilled",1,"1","1","good"
"4961","no checking",12,"critical/order existing credit","radio/tv",1240,"no known savings",">=7",4,"female div/dep/mar","none",2,"real estate",38,"stores","own",2,"skilled",1,"1","1","good"
"4962","0<=X<200",12,"existing paid","radio/tv",1155,"<100",">=7",3,"male mar/wid","guarantor",3,"real estate",40,"bank","own",2,"unskilled resident",1,"0","1","good"
"4963","<0",39,"critical/order existing credit","furniture/equipment",14179,"no known savings","4<=X<7",4,"male single","none",4,"life insurance",30,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"4964","<0",48,"existing paid","education",7476,"<100","4<=X<7",4,"male single","none",1,"no known property",50,"stores","for free",1,"high qualif/self emp/mgmt",1,"1","1","good"
"4965","<0",24,"all paid","used car",3632,"<100","1<=X<4",1,"female div/dep/mar","guarantor",4,"car",22,"bank","rent",1,"skilled",1,"0","0","good"
"4966","no checking",36,"existing paid","business",7409,"no known savings",">=7",3,"male single","none",2,"life insurance",37,"stores","own",2,"skilled",1,"0","1","good"
"4967","no checking",15,"critical/order existing credit","new car",5045,"no known savings",">=7",1,"female div/dep/mar","none",4,"car",59,"stores","own",1,"skilled",1,"1","1","good"
"4968","<0",24,"existing paid","furniture/equipment",1747,"<100","<1",4,"male single","co applicant",1,"life insurance",24,"stores","own",1,"unskilled resident",1,"0","0","good"
"4969","no checking",18,"existing paid","radio/tv",1473,"<100","<1",3,"male mar/wid","none",4,"real estate",39,"stores","own",1,"skilled",1,"1","1","good"
"4970","no checking",12,"critical/order existing credit","radio/tv",1363.54,"no known savings",">=7",3.97,"female div/dep/mar","none",2,"real estate",38,"stores","own",2,"skilled",1,"1","1","good"
"4971","<0",9,"critical/order existing credit","radio/tv",1138,"<100","1<=X<4",4,"male single","none",4,"real estate",25,"stores","own",2,"unskilled resident",1,"0","1","good"
"4972","<0",18,"delayed previously","education",8471,"no known savings","1<=X<4",1,"female div/dep/mar","none",2,"car",23,"stores","rent",2,"skilled",1,"1","1","good"
"4973","<0",24,"existing paid","used car",2812,"no known savings",">=7",2,"female div/dep/mar","none",4,"real estate",26,"stores","rent",1,"skilled",1,"0","1","good"
"4974","no checking",48,"critical/order existing credit","used car",2751,"no known savings",">=7",4,"male single","none",3,"car",38,"stores","own",2,"skilled",2,"1","1","good"
"4975","no checking",24,"existing paid","new car",3757,"<100",">=7",4,"female div/dep/mar","co applicant",4,"no known property",62,"stores","for free",1,"skilled",1,"1","1","good"
"4976","no checking",36,"critical/order existing credit","used car",5842,"<100",">=7",2,"male single","none",2,"life insurance",35,"stores","own",2,"skilled",2,"1","1","good"
"4977","0<=X<200",27,"existing paid","business",2528,"<100","<1",4,"female div/dep/mar","none",1,"life insurance",32,"stores","own",1,"skilled",2,"1","1","good"
"4978","no checking",12,"existing paid","new car",3527,"no known savings","<1",2,"male single","none",3,"life insurance",45,"stores","own",1,"high qualif/self emp/mgmt",2,"1","1","good"
"4979","no checking",24,"existing paid","furniture/equipment",5511,"100<=X<500","1<=X<4",4,"male single","none",1,"car",25,"stores","own",1,"skilled",1,"0","1","good"
"4980","no checking",18,"critical/order existing credit","new car",1028,"<100","1<=X<4",4,"female div/dep/mar","none",3,"real estate",36,"stores","own",2,"skilled",1,"0","1","good"
"4981","no checking",48,"existing paid","radio/tv",10222,"no known savings","4<=X<7",4,"male single","none",3,"car",37,"stores","own",1,"skilled",1,"1","1","good"
"4982","no checking",9,"critical/order existing credit","new car",2134,"<100","1<=X<4",4,"male single","none",4,"car",48,"stores","own",3,"skilled",1,"1","1","good"
"4983","<0",48,"existing paid","used car",4788,"<100","4<=X<7",4,"male single","none",3,"life insurance",26,"stores","own",1,"skilled",2,"0","1","good"
"4984","no checking",12,"critical/order existing credit","repairs",996,"no known savings","4<=X<7",4,"female div/dep/mar","none",4,"real estate",23,"stores","own",2,"skilled",1,"0","1","good"
"4985","no checking",60,"existing paid","radio/tv",10144,"100<=X<500","4<=X<7",2,"female div/dep/mar","none",4,"real estate",21,"stores","own",1,"skilled",1,"1","1","good"
"4986","0<=X<200",12,"existing paid","radio/tv",1158,"500<=X<1000","1<=X<4",3,"male div/sep","none",1,"car",26,"stores","own",1,"skilled",1,"1","1","good"
"4987","<0",6,"existing paid","furniture/equipment",428,"<100",">=7",2,"female div/dep/mar","none",1,"life insurance",49,"bank","own",1,"skilled",1,"1","1","good"
"4988","<0",18,"critical/order existing credit","furniture/equipment",1049,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",21,"stores","rent",1,"skilled",1,"0","1","good"
"4989","no checking",12,"no credits/all paid","furniture/equipment",2759,"<100",">=7",2,"male single","none",4,"life insurance",34,"stores","own",2,"skilled",1,"0","1","good"
"4990","no checking",36,"no credits/all paid","repairs",2613,"<100","1<=X<4",4,"male single","none",2,"car",27,"stores","own",2,"skilled",1,"0","1","good"
"4991","no checking",21,"existing paid","furniture/equipment",2241,"<100",">=7",4,"male single","none",2,"real estate",50,"stores","own",2,"skilled",1,"0","1","good"
"4992","no checking",60,"existing paid","radio/tv",10144,"100<=X<500","4<=X<7",2,"female div/dep/mar","none",4,"real estate",21,"stores","own",1,"skilled",1,"1","1","good"
"4993","0<=X<200",24,"critical/order existing credit","business",2825,"no known savings","4<=X<7",4,"male single","none",3,"no known property",34,"stores","own",2,"skilled",2,"1","1","good"
"4994","<0",30,"existing paid","radio/tv",2522,"<100",">=7",1,"male single","guarantor",3,"life insurance",39,"stores","own",1,"skilled",2,"0","1","good"
"4995","<0",12,"existing paid","education",1200,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",23,"bank","rent",1,"skilled",1,"1","1","good"
"4996","no checking",6,"existing paid","furniture/equipment",1766,"<100","1<=X<4",1,"male mar/wid","none",2,"life insurance",21,"stores","rent",1,"skilled",1,"0","1","good"
"4997","no checking",6,"critical/order existing credit","new car",362,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",4,"car",52,"stores","own",2,"unskilled resident",1,"0","1","good"
"4998","<0",42,"existing paid","furniture/equipment",7882,"<100","4<=X<7",2,"male single","guarantor",4,"life insurance",45,"stores","for free",1,"skilled",2,"0","1","good"
"4999",">=200",10,"existing paid","domestic appliance",1225,"<100","1<=X<4",2,"male single","none",2,"car",37,"stores","own",1,"skilled",1,"1","1","good"
"5000",">=200",12,"existing paid","furniture/equipment",1424,"no known savings",">=7",3,"female div/dep/mar","none",4,"real estate",55,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"5001","no checking",12,"critical/order existing credit","furniture/equipment",1935,"<100",">=7",4,"male single","none",4,"real estate",43,"stores","own",3,"skilled",1,"1","1","good"
"5002","<0",24,"existing paid","used car",2812,"no known savings",">=7",2,"female div/dep/mar","none",4,"real estate",26,"stores","rent",1,"skilled",1,"0","1","good"
"5003","no checking",24,"existing paid","radio/tv",2284,"<100","4<=X<7",4,"male single","none",2,"car",28,"stores","own",1,"skilled",1,"1","1","good"
"5004","no checking",15,"existing paid","radio/tv",1979,"no known savings",">=7",4,"male single","none",2,"car",35,"stores","own",1,"skilled",1,"0","1","good"
"5005","no checking",12,"critical/order existing credit","business",1412,"<100","1<=X<4",4,"female div/dep/mar","guarantor",2,"real estate",29,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","good"
"5006","no checking",10,"existing paid","new car",1418,"100<=X<500","1<=X<4",3,"male single","none",2,"real estate",35,"stores","rent",1,"unskilled resident",1,"0","0","good"
"5007","no checking",15,"critical/order existing credit","new car",5045,"no known savings",">=7",1,"female div/dep/mar","none",4,"car",59,"stores","own",1,"skilled",1,"1","1","good"
"5008","0<=X<200",13,"critical/order existing credit","radio/tv",882,"<100","<1",4,"male single","guarantor",4,"real estate",23,"stores","own",2,"skilled",1,"0","1","good"
"5009","<0",18,"existing paid","furniture/equipment",2659,">=1000","1<=X<4",4,"male single","none",2,"car",28,"stores","own",1,"skilled",1,"0","1","good"
"5010","no checking",24,"existing paid","furniture/equipment",5511,"100<=X<500","1<=X<4",4,"male single","none",1,"car",25,"stores","own",1,"skilled",1,"0","1","good"
"5011","<0",15,"existing paid","new car",2511,"<100","unemployed",1,"female div/dep/mar","none",4,"car",23,"stores","rent",1,"skilled",1,"0","1","good"
"5012","no checking",9,"existing paid","furniture/equipment",1313,"<100",">=7",1,"male single","none",4,"car",20,"stores","own",1,"skilled",1,"0","1","good"
"5013","no checking",27,"existing paid","repairs",5190,"no known savings",">=7",4,"male single","none",4,"life insurance",48,"stores","own",4,"skilled",2,"1","1","good"
"5014","0<=X<200",24,"delayed previously","business",6967,"100<=X<500","4<=X<7",4,"male single","none",4,"car",36,"stores","rent",1,"high qualif/self emp/mgmt",1,"1","1","good"
"5015","no checking",7,"critical/order existing credit","radio/tv",730,"no known savings",">=7",4,"male single","none",2,"life insurance",46,"stores","rent",2,"unskilled resident",1,"1","1","good"
"5016","no checking",30,"existing paid","radio/tv",1867,"no known savings",">=7",4,"male single","none",4,"car",58,"stores","own",1,"skilled",1,"1","1","good"
"5017","no checking",12,"critical/order existing credit","radio/tv",976,"no known savings",">=7",4,"male single","none",4,"car",35,"stores","own",2,"skilled",1,"0","1","good"
"5018","no checking",36,"critical/order existing credit","radio/tv",9566,"<100","1<=X<4",2,"female div/dep/mar","none",2,"car",31,"stores","own",2,"skilled",1,"0","1","good"
"5019","no checking",36,"existing paid","used car",8133,"<100","1<=X<4",1,"female div/dep/mar","none",2,"life insurance",30,"bank","own",1,"skilled",1,"0","1","good"
"5020","<0",24,"critical/order existing credit","used car",2957,"<100",">=7",4,"male single","none",4,"life insurance",63,"stores","own",2,"skilled",1,"1","1","good"
"5021","no checking",9,"existing paid","furniture/equipment",2288.36,"100<=X<500","<1",2,"female div/dep/mar","none",3,"life insurance",22,"stores","rent",1,"skilled",1,"0","1","good"
"5022","<0",15,"existing paid","new car",2511,"<100","unemployed",1,"female div/dep/mar","none",4,"car",23,"stores","rent",1,"skilled",1,"0","1","good"
"5023","no checking",42,"existing paid","radio/tv",7166,"no known savings","4<=X<7",2,"male mar/wid","none",4,"life insurance",29,"stores","rent",1,"skilled",1,"1","1","good"
"5024","no checking",27,"delayed previously","used car",8613,">=1000","1<=X<4",2,"male single","none",2,"car",27,"stores","own",2,"skilled",1,"0","1","good"
"5025","no checking",6,"all paid","radio/tv",1750,"500<=X<1000",">=7",2,"male single","none",4,"life insurance",45,"bank","own",1,"unskilled resident",2,"0","1","good"
"5026","no checking",15,"critical/order existing credit","radio/tv",1360,"<100","1<=X<4",4,"male single","none",2,"life insurance",30,"stores","own",2,"skilled",1,"0","1","good"
"5027","0<=X<200",30,"existing paid","radio/tv",1715,"no known savings","1<=X<4",4,"female div/dep/mar","none",1,"car",26,"stores","own",1,"skilled",1,"0","1","good"
"5028","no checking",24,"existing paid","radio/tv",1311,"100<=X<500","4<=X<7",4,"male mar/wid","none",3,"life insurance",26,"stores","own",1,"skilled",1,"1","1","good"
"5029","no checking",12,"critical/order existing credit","new car",682,"100<=X<500","4<=X<7",4,"female div/dep/mar","none",3,"car",51,"stores","own",2,"skilled",1,"1","1","good"
"5030","<0",18,"all paid","radio/tv",1940,"<100","<1",3,"male single","co applicant",4,"no known property",36,"bank","for free",1,"high qualif/self emp/mgmt",1,"1","1","good"
"5031","no checking",10,"critical/order existing credit","furniture/equipment",2069,"no known savings","1<=X<4",2,"male mar/wid","none",1,"car",25,"stores","own",2,"skilled",1,"0","0","good"
"5032",">=200",12,"existing paid","furniture/equipment",2251,"<100","1<=X<4",1,"female div/dep/mar","none",2,"car",46,"stores","own",1,"unskilled resident",1,"0","1","good"
"5033","0<=X<200",12,"existing paid","radio/tv",1155,"<100",">=7",3,"male mar/wid","guarantor",3,"real estate",40,"bank","own",2,"unskilled resident",1,"0","1","good"
"5034","no checking",21,"critical/order existing credit","used car",3275,"<100",">=7",1,"male single","none",4,"car",36,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","good"
"5035","no checking",4,"critical/order existing credit","radio/tv",1544,"<100","4<=X<7",2,"male single","none",1,"real estate",42,"stores","own",3,"unskilled resident",2,"0","1","good"
"5036","<0",15,"existing paid","business",806,"<100","1<=X<4",4,"female div/dep/mar","none",4,"life insurance",22,"stores","own",1,"unskilled resident",1,"0","1","good"
"5037","no checking",24,"critical/order existing credit","repairs",5507,"<100",">=7",3,"male single","none",4,"no known property",44,"stores","for free",2,"skilled",1,"0","1","good"
"5038","no checking",11,"critical/order existing credit","radio/tv",1154,"100<=X<500","unemployed",4,"female div/dep/mar","none",4,"real estate",57,"stores","own",3,"unskilled resident",1,"0","1","good"
"5039","<0",12,"existing paid","furniture/equipment",708,"<100","1<=X<4",2,"male single","guarantor",3,"life insurance",38,"stores","own",1,"unskilled resident",2,"0","1","good"
"5040","<0",9,"critical/order existing credit","repairs",1288,"100<=X<500",">=7",3,"male single","guarantor",4,"real estate",48,"stores","own",2,"skilled",2,"0","0","good"
